feature	CTRL_SNG-101_CD14 Mono	CTRL_SNG-101_CD4 Naive T	CTRL_SNG-101_CD4 Memory T	CTRL_SNG-101_CD16 Mono	CTRL_SNG-101_B	CTRL_SNG-101_CD8 T	CTRL_SNG-101_T activated	CTRL_SNG-101_NK	CTRL_SNG-101_DC	CTRL_SNG-101_B Activated	CTRL_SNG-101_Mk	CTRL_SNG-101_pDC	CTRL_SNG-101_Eryth	CTRL_SNG-1015_CD14 Mono	CTRL_SNG-1015_CD4 Naive T	CTRL_SNG-1015_CD4 Memory T	CTRL_SNG-1015_CD16 Mono	CTRL_SNG-1015_B	CTRL_SNG-1015_CD8 T	CTRL_SNG-1015_T activated	CTRL_SNG-1015_NK	CTRL_SNG-1015_DC	CTRL_SNG-1015_B Activated	CTRL_SNG-1015_Mk	CTRL_SNG-1015_pDC	CTRL_SNG-1015_Eryth	CTRL_SNG-1016_CD14 Mono	CTRL_SNG-1016_CD4 Naive T	CTRL_SNG-1016_CD4 Memory T	CTRL_SNG-1016_CD16 Mono	CTRL_SNG-1016_B	CTRL_SNG-1016_CD8 T	CTRL_SNG-1016_T activated	CTRL_SNG-1016_NK	CTRL_SNG-1016_DC	CTRL_SNG-1016_B Activated	CTRL_SNG-1016_Mk	CTRL_SNG-1016_pDC	CTRL_SNG-1016_Eryth	CTRL_SNG-1039_CD14 Mono	CTRL_SNG-1039_CD4 Naive T	CTRL_SNG-1039_CD4 Memory T	CTRL_SNG-1039_CD16 Mono	CTRL_SNG-1039_B	CTRL_SNG-1039_CD8 T	CTRL_SNG-1039_T activated	CTRL_SNG-1039_NK	CTRL_SNG-1039_DC	CTRL_SNG-1039_B Activated	CTRL_SNG-1039_Mk	CTRL_SNG-1039_pDC	CTRL_SNG-107_CD14 Mono	CTRL_SNG-107_CD4 Naive T	CTRL_SNG-107_CD4 Memory T	CTRL_SNG-107_CD16 Mono	CTRL_SNG-107_B	CTRL_SNG-107_CD8 T	CTRL_SNG-107_T activated	CTRL_SNG-107_NK	CTRL_SNG-107_DC	CTRL_SNG-107_B Activated	CTRL_SNG-107_Mk	CTRL_SNG-107_pDC	CTRL_SNG-107_Eryth	CTRL_SNG-1244_CD14 Mono	CTRL_SNG-1244_CD4 Naive T	CTRL_SNG-1244_CD4 Memory T	CTRL_SNG-1244_CD16 Mono	CTRL_SNG-1244_B	CTRL_SNG-1244_CD8 T	CTRL_SNG-1244_T activated	CTRL_SNG-1244_NK	CTRL_SNG-1244_DC	CTRL_SNG-1244_B Activated	CTRL_SNG-1244_Mk	CTRL_SNG-1244_pDC	CTRL_SNG-1244_Eryth	CTRL_SNG-1256_CD14 Mono	CTRL_SNG-1256_CD4 Naive T	CTRL_SNG-1256_CD4 Memory T	CTRL_SNG-1256_CD16 Mono	CTRL_SNG-1256_B	CTRL_SNG-1256_CD8 T	CTRL_SNG-1256_T activated	CTRL_SNG-1256_NK	CTRL_SNG-1256_DC	CTRL_SNG-1256_B Activated	CTRL_SNG-1256_Mk	CTRL_SNG-1256_pDC	CTRL_SNG-1256_Eryth	CTRL_SNG-1488_CD14 Mono	CTRL_SNG-1488_CD4 Naive T	CTRL_SNG-1488_CD4 Memory T	CTRL_SNG-1488_CD16 Mono	CTRL_SNG-1488_B	CTRL_SNG-1488_CD8 T	CTRL_SNG-1488_T activated	CTRL_SNG-1488_NK	CTRL_SNG-1488_DC	CTRL_SNG-1488_B Activated	CTRL_SNG-1488_Mk	CTRL_SNG-1488_pDC	CTRL_SNG-1488_Eryth	STIM_SNG-101_CD14 Mono	STIM_SNG-101_CD4 Naive T	STIM_SNG-101_CD4 Memory T	STIM_SNG-101_CD16 Mono	STIM_SNG-101_B	STIM_SNG-101_CD8 T	STIM_SNG-101_T activated	STIM_SNG-101_NK	STIM_SNG-101_DC	STIM_SNG-101_B Activated	STIM_SNG-101_Mk	STIM_SNG-101_pDC	STIM_SNG-101_Eryth	STIM_SNG-1015_CD14 Mono	STIM_SNG-1015_CD4 Naive T	STIM_SNG-1015_CD4 Memory T	STIM_SNG-1015_CD16 Mono	STIM_SNG-1015_B	STIM_SNG-1015_CD8 T	STIM_SNG-1015_T activated	STIM_SNG-1015_NK	STIM_SNG-1015_DC	STIM_SNG-1015_B Activated	STIM_SNG-1015_Mk	STIM_SNG-1015_pDC	STIM_SNG-1015_Eryth	STIM_SNG-1016_CD14 Mono	STIM_SNG-1016_CD4 Naive T	STIM_SNG-1016_CD4 Memory T	STIM_SNG-1016_CD16 Mono	STIM_SNG-1016_B	STIM_SNG-1016_CD8 T	STIM_SNG-1016_T activated	STIM_SNG-1016_NK	STIM_SNG-1016_DC	STIM_SNG-1016_B Activated	STIM_SNG-1016_Mk	STIM_SNG-1016_pDC	STIM_SNG-1016_Eryth	STIM_SNG-1039_CD14 Mono	STIM_SNG-1039_CD4 Naive T	STIM_SNG-1039_CD4 Memory T	STIM_SNG-1039_CD16 Mono	STIM_SNG-1039_B	STIM_SNG-1039_CD8 T	STIM_SNG-1039_T activated	STIM_SNG-1039_NK	STIM_SNG-1039_DC	STIM_SNG-1039_B Activated	STIM_SNG-1039_Mk	STIM_SNG-1039_pDC	STIM_SNG-1039_Eryth	STIM_SNG-107_CD14 Mono	STIM_SNG-107_CD4 Naive T	STIM_SNG-107_CD4 Memory T	STIM_SNG-107_CD16 Mono	STIM_SNG-107_B	STIM_SNG-107_CD8 T	STIM_SNG-107_T activated	STIM_SNG-107_NK	STIM_SNG-107_DC	STIM_SNG-107_B Activated	STIM_SNG-107_Mk	STIM_SNG-107_pDC	STIM_SNG-1244_CD14 Mono	STIM_SNG-1244_CD4 Naive T	STIM_SNG-1244_CD4 Memory T	STIM_SNG-1244_CD16 Mono	STIM_SNG-1244_B	STIM_SNG-1244_CD8 T	STIM_SNG-1244_T activated	STIM_SNG-1244_NK	STIM_SNG-1244_DC	STIM_SNG-1244_B Activated	STIM_SNG-1244_Mk	STIM_SNG-1244_pDC	STIM_SNG-1244_Eryth	STIM_SNG-1256_CD14 Mono	STIM_SNG-1256_CD4 Naive T	STIM_SNG-1256_CD4 Memory T	STIM_SNG-1256_CD16 Mono	STIM_SNG-1256_B	STIM_SNG-1256_CD8 T	STIM_SNG-1256_T activated	STIM_SNG-1256_NK	STIM_SNG-1256_DC	STIM_SNG-1256_B Activated	STIM_SNG-1256_Mk	STIM_SNG-1256_pDC	STIM_SNG-1256_Eryth	STIM_SNG-1488_CD14 Mono	STIM_SNG-1488_CD4 Naive T	STIM_SNG-1488_CD4 Memory T	STIM_SNG-1488_CD16 Mono	STIM_SNG-1488_B	STIM_SNG-1488_CD8 T	STIM_SNG-1488_T activated	STIM_SNG-1488_NK	STIM_SNG-1488_DC	STIM_SNG-1488_B Activated	STIM_SNG-1488_Mk	STIM_SNG-1488_pDC	STIM_SNG-1488_Eryth
TNFRSF18	2	0	14	1	1	3	7	18	5	2	2	0	0	6	1	34	0	11	12	6	104	0	32	0	3	0	6	0	6	1	9	1	0	3	1	3	0	0	0	1	0	7	0	2	1	0	9	4	1	1	0	3	1	10	0	0	0	1	8	0	2	0	0	0	0	3	17	0	3	2	1	28	5	23	3	0	0	8	2	20	6	7	1	5	47	11	26	1	0	0	1	0	15	0	7	4	3	25	7	25	1	4	0	8	0	10	0	0	5	4	13	1	1	0	0	0	5	0	27	1	11	4	3	64	5	11	1	0	0	0	0	6	0	0	2	0	5	0	4	0	0	0	2	1	12	1	1	0	4	5	0	0	0	0	0	1	0	9	0	0	0	1	7	0	1	0	0	1	3	7	0	0	0	0	22	6	8	0	0	0	2	1	16	0	2	1	2	13	1	11	1	0	0	3	4	13	0	0	0	2	30	1	15	0	0	0
TNFRSF4	6	1	19	0	0	0	5	0	11	0	1	14	0	6	2	79	0	1	7	13	17	12	12	4	35	0	1	1	5	0	0	0	3	1	0	0	0	5	0	2	1	20	0	0	0	10	2	4	0	0	12	4	0	8	1	0	0	1	3	9	4	0	1	0	8	0	28	1	0	5	1	3	23	3	0	13	0	9	10	39	8	1	1	16	10	28	8	5	23	0	3	0	42	0	1	4	1	6	14	2	1	51	0	2	0	37	1	0	0	4	3	6	0	0	5	0	3	0	86	3	0	2	13	18	0	0	1	5	0	3	0	9	0	1	0	1	2	0	0	0	6	0	2	0	35	0	1	3	4	1	3	0	0	8	2	0	0	15	0	0	1	10	2	3	1	0	0	1	0	33	0	0	0	2	7	4	1	0	0	0	9	3	46	0	1	0	2	0	17	2	0	21	0	9	10	47	2	0	2	0	7	9	2	1	19	1
SDF4	33	1	13	7	2	2	6	2	1	3	1	1	0	78	7	26	18	11	9	14	9	10	9	1	9	0	25	5	8	8	7	8	4	3	12	3	0	1	0	18	1	2	2	0	0	4	2	6	0	1	0	25	1	6	3	1	0	1	1	5	2	3	0	1	47	12	14	2	2	5	0	4	11	1	1	2	1	62	28	19	10	7	4	8	7	12	4	3	8	0	20	12	17	5	5	1	7	4	17	8	1	8	1	13	3	8	7	5	1	1	7	10	1	0	6	0	40	5	15	9	11	13	11	13	6	7	3	0	1	20	11	4	8	3	15	2	1	3	0	1	2	0	13	4	7	0	1	10	3	1	5	0	0	5	1	8	0	3	2	1	7	7	4	4	1	0	1	21	18	13	2	4	5	0	5	6	2	2	0	0	24	14	12	5	2	3	2	6	7	4	1	3	0	19	23	14	11	11	7	6	5	12	6	0	4	0
B3GALT6	3	0	1	0	1	1	0	0	1	0	1	0	0	8	2	4	2	0	3	1	0	2	2	1	0	0	3	1	0	0	1	1	2	1	1	2	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	2	4	3	1	0	0	2	3	0	1	3	0	2	1	0	1	0	0	0	0	2	2	0	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	3	1	0	2	1	2	0	0	0	5	2	0	0	0	2	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	4	1	0	0	0	1	0	0	1	0	0	0	0	6	0	0	1	0	0	0	0	0	1	0	0	2	9	2	0	1	0	0	0	0	3	0	0	0
UBE2J2	29	2	7	11	4	3	2	0	14	0	2	1	1	103	5	18	23	14	9	3	11	5	13	3	1	0	44	6	5	18	3	9	6	2	4	1	0	0	1	8	4	4	2	1	2	1	2	3	0	2	0	21	2	5	8	0	1	1	2	2	1	0	0	0	43	17	14	5	5	2	4	3	15	5	1	1	0	50	39	10	4	7	9	10	11	11	5	4	3	2	11	24	15	12	10	3	11	3	13	2	3	4	1	20	6	8	6	5	2	1	6	11	2	4	0	0	32	8	10	21	18	18	7	11	10	7	1	0	2	10	6	4	10	1	12	6	2	3	1	0	2	0	10	9	1	2	1	2	3	1	1	1	1	1	1	11	1	2	3	1	0	3	0	5	0	0	0	9	34	10	3	5	3	6	6	3	1	1	2	0	18	31	6	13	3	7	2	6	7	7	0	4	1	15	32	10	9	1	2	15	8	6	5	1	6	0
ACAP3	1	1	0	0	0	0	0	0	1	2	0	0	0	4	1	2	1	0	3	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	1	0	1	1	0	1	0	0	0	0	1	3	1	0	0	0	0	0	0	1	1	0	0	2	1	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	3	0	1	1	0	0	0	0	0	0	0	0
PUSL1	4	1	2	5	1	2	2	0	2	0	0	1	0	15	3	2	5	2	1	4	0	2	2	1	0	0	7	1	1	1	1	0	1	0	0	2	0	0	1	8	2	0	0	0	0	5	0	0	0	0	0	5	0	1	0	0	0	0	1	0	0	0	0	0	9	5	1	2	0	2	0	2	4	0	1	0	0	14	4	2	2	1	0	2	1	1	1	1	1	0	4	2	2	2	1	0	0	1	2	0	1	0	0	1	0	1	0	2	0	0	1	0	0	0	0	0	2	0	3	0	0	3	2	2	2	3	0	0	0	0	2	1	0	0	2	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	7	5	0	0	1	2	0	0	0	0	0	0	1	5	1	2	0	0	2	0	0	0	1	0	0	1	11	3	0	1	1	0	1	0	0	0	0	0
CPSF3L	6	0	2	2	5	2	1	0	4	2	1	0	0	27	11	14	7	8	6	1	4	4	7	0	0	0	24	3	4	7	3	5	1	5	3	1	3	0	0	3	5	4	0	3	0	0	2	2	0	0	1	13	1	2	2	2	0	0	0	2	1	0	0	0	22	17	6	2	3	4	4	2	11	3	5	0	1	28	19	4	3	13	3	3	1	9	5	0	0	0	13	8	11	4	4	3	3	4	8	5	0	1	1	9	0	6	7	4	2	1	1	1	7	0	1	0	14	4	9	7	11	5	1	2	2	4	0	1	0	11	3	0	3	1	10	1	1	2	1	1	0	1	3	3	4	1	1	0	1	0	0	1	1	1	0	4	5	5	1	1	0	0	0	1	1	2	0	5	24	10	0	3	2	1	3	2	2	1	0	0	6	26	8	1	5	3	3	5	6	3	3	2	1	5	33	12	4	10	2	6	1	1	4	2	5	0
GLTPD1	5	1	3	0	0	1	2	0	0	0	1	0	0	13	1	6	1	1	4	0	3	1	2	0	0	0	9	2	1	3	1	3	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	7	1	6	2	1	4	0	1	2	0	1	0	0	6	7	3	2	3	1	0	0	0	0	1	0	0	6	4	4	1	3	0	1	3	2	0	1	0	0	4	0	2	0	2	0	1	1	0	0	0	0	0	9	2	5	2	3	2	0	2	1	3	0	0	0	2	0	2	0	0	1	1	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	1	0	0	0	0	0	5	8	2	1	2	0	0	0	1	0	0	0	0	1	6	1	0	2	2	1	0	1	0	1	0	0	4	5	2	1	1	0	1	0	0	0	1	1	0
DVL1	1	0	1	0	0	1	0	0	1	0	0	0	0	5	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AURKAIP1	120	4	16	40	8	11	9	4	15	4	3	1	0	368	14	63	80	29	24	18	17	35	32	5	14	0	126	15	10	43	12	19	11	1	11	5	3	2	2	35	12	11	8	3	5	1	4	4	0	3	0	82	6	17	8	8	1	1	5	11	3	4	3	0	194	61	33	20	10	9	8	8	56	15	7	7	1	204	74	43	19	17	8	12	20	28	20	2	6	2	94	33	33	18	22	8	12	8	27	21	1	11	3	91	9	17	38	13	21	9	4	25	5	3	4	0	184	19	37	58	43	30	14	17	21	34	9	1	1	76	15	9	20	8	31	11	6	10	4	0	4	1	44	14	28	7	11	7	6	4	4	3	0	5	0	43	5	9	4	2	1	2	0	8	9	0	0	56	91	27	2	15	10	6	14	15	4	2	4	0	98	95	25	17	28	16	9	15	11	14	1	10	1	77	95	42	19	33	7	33	12	21	23	7	10	1
CCNL2	11	0	3	7	2	2	4	3	0	0	0	0	0	29	5	8	7	9	5	6	5	3	9	0	3	0	17	2	7	6	1	3	1	0	3	0	2	0	1	5	1	4	3	1	0	0	1	1	0	0	0	6	0	6	1	0	1	0	0	3	1	0	0	0	22	12	6	1	0	6	1	0	3	2	1	0	1	20	24	7	1	7	2	2	3	3	5	0	0	0	11	9	11	7	1	2	6	2	5	2	3	1	2	9	3	4	4	3	3	2	2	2	1	3	0	0	21	1	5	8	10	6	3	7	2	1	1	0	1	7	1	6	7	0	3	3	3	0	1	1	0	1	1	1	4	2	0	1	2	0	1	1	2	0	0	3	0	5	1	0	0	2	0	0	0	0	0	6	17	3	1	0	2	2	0	3	1	1	1	0	6	17	5	6	1	4	3	1	0	0	1	1	0	7	18	19	4	6	1	8	1	4	5	3	1	0
RP4-758J18.2	4	3	0	5	2	4	1	0	0	0	0	0	0	8	1	13	8	5	5	2	6	2	5	1	0	0	5	5	3	3	1	6	1	0	1	2	1	1	0	3	3	1	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	0	1	0	0	0	0	0	8	19	5	2	1	3	0	1	0	0	1	1	0	3	13	2	0	8	3	4	7	2	3	0	0	0	6	3	6	1	5	1	2	0	2	2	1	2	0	2	1	2	3	2	2	3	4	0	1	1	1	0	8	6	11	5	10	3	2	2	2	3	1	0	0	1	3	0	2	1	4	4	1	0	0	0	0	0	2	3	1	0	1	0	1	0	0	0	0	0	0	2	2	6	1	0	1	0	1	0	2	0	0	7	26	2	0	2	1	0	2	1	0	0	0	2	4	14	4	3	4	2	2	2	1	2	0	2	1	2	20	9	3	4	2	7	1	1	5	3	1	0
MRPL20	58	5	20	17	4	6	8	4	13	7	2	3	0	153	24	32	32	23	18	18	14	13	28	12	12	1	65	10	12	15	12	15	17	1	16	8	1	1	1	25	13	8	7	3	1	3	2	5	2	5	1	40	1	10	2	1	0	3	4	14	5	2	0	0	85	49	37	7	5	10	11	3	30	13	3	4	0	106	70	21	11	11	2	22	15	24	22	1	7	1	46	24	25	19	12	4	9	7	20	18	0	4	1	28	7	14	20	15	9	6	8	9	2	5	2	0	54	15	36	18	31	22	18	15	16	26	2	2	3	35	20	6	12	7	25	24	7	8	2	3	6	0	17	12	11	3	6	9	3	2	0	1	1	8	0	13	11	6	2	2	2	5	5	6	2	0	2	19	107	16	1	11	3	7	5	7	12	3	1	0	57	64	18	5	21	15	16	8	11	17	3	8	2	28	93	18	9	24	7	14	14	12	29	5	7	2
ATAD3C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0
ATAD3B	4	0	1	1	0	0	0	0	0	3	0	0	0	7	0	2	0	0	1	1	1	0	4	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	3	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	2	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	5	0	1	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	4	1	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	1	4	0	0	0	0	1	1	0	0	1	0	0	3	5	0	0	1	0	0	0	0	1	1	0	0	2	3	0	0	0	0	2	0	1	2	0	1	0
ATAD3A	3	0	0	0	1	0	1	1	0	0	0	1	0	2	0	2	0	2	2	1	1	1	8	1	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	5	2	1	0	2	6	0	0	0	0	3	0	3	1	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	2	0	1	1	0	1	0	0	7	0	0	0	0	1	0	0	2	2	0	0	0	1	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	1	6	1	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	1	0	8	2	0	1	1	0	0	1	2	1	0	0
SSU72	74	5	10	34	6	3	5	3	18	5	2	0	0	208	22	59	70	21	28	7	16	31	19	10	8	2	102	15	11	30	14	22	12	3	16	4	6	2	2	48	6	13	7	4	1	3	0	10	0	2	3	61	2	13	7	7	1	1	1	11	5	2	0	2	127	56	44	16	6	18	7	14	41	11	18	1	1	129	78	25	19	20	23	14	11	34	16	4	3	0	69	44	31	21	10	9	10	10	34	13	2	3	0	41	12	21	33	11	9	6	3	12	3	1	9	0	106	26	39	44	26	26	11	9	10	30	1	3	3	47	21	10	14	9	36	8	6	11	3	5	0	1	21	9	10	9	13	8	6	1	3	2	2	8	0	17	4	12	3	10	1	3	2	2	8	2	1	23	91	31	2	12	5	6	4	12	4	5	9	1	54	75	17	17	26	11	7	9	6	13	5	4	2	48	101	55	21	24	8	9	3	9	15	6	5	0
AL645728.1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
RP11-345P4.9	3	0	0	1	0	2	1	1	1	0	0	0	0	7	2	1	0	0	0	2	0	0	1	0	0	0	4	1	0	0	0	1	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	2	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0	5	2	3	0	1	0	1	1	0	0	0	0	0	0	8	1	0	0	1	0	0	1	0	1	0	0	2	1	4	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	2	1	3	1	1	1	0	0	0	0	0	1	0	3	1	1	0	1	0	1	1	0	1	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	1	1	0	1	0	0	0	0	0	0	0	0	4	1	0	0	1	1	1	0	0	0	1	0	0	4	0	1	0	0	3	1	0	0	0	0	0
MIB2	1	0	2	2	1	3	1	0	0	0	0	0	0	7	0	18	4	1	3	2	4	1	4	0	1	0	7	1	2	1	0	4	1	0	2	0	0	0	0	3	1	0	1	0	0	3	0	1	0	0	0	1	0	1	0	0	1	0	3	0	0	0	0	0	5	12	4	0	1	1	0	2	1	2	1	0	1	8	6	3	0	2	4	0	4	1	1	0	0	0	2	5	6	2	1	2	3	2	1	2	0	1	0	2	1	1	1	1	1	1	1	0	0	0	2	0	7	4	5	0	2	4	1	1	1	1	0	1	1	1	0	0	0	0	2	1	1	0	0	0	0	0	2	3	4	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	14	1	0	0	0	1	5	0	0	0	0	0	3	7	1	1	0	2	3	0	0	0	0	0	0	1	7	4	0	5	0	1	1	3	0	0	0	0
MMP23B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CDK11B	5	0	1	2	1	3	2	1	0	1	0	0	0	9	2	4	2	1	2	3	0	2	1	0	1	0	7	1	0	0	0	2	0	0	0	1	0	0	0	2	0	1	0	0	2	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	4	4	3	1	1	0	1	0	2	0	1	0	0	8	2	2	0	1	1	2	0	1	0	0	0	0	4	5	0	3	4	0	1	0	0	0	0	0	0	4	0	2	2	1	1	2	0	0	1	0	0	0	6	2	2	2	4	1	1	3	2	0	0	0	0	3	2	0	1	0	4	2	0	0	0	0	0	0	2	0	0	3	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	4	3	1	0	1	1	1	2	0	0	1	1	0	6	1	1	3	1	0	2	0	0	1	1	1	0	4	3	1	1	0	0	0	0	1	0	1	1	0
SLC35E2B	2	0	1	0	0	1	0	0	0	0	0	1	0	4	1	0	1	1	2	0	3	2	1	0	0	0	1	1	0	0	0	3	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	1	0	0	3	1	0	1	0	2	3	0	0	1	2	0	2	0	0	0	0	0	2	3	2	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	2	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	1	0	0	3	4	4	0	2	0	0	0	0	1	0	0	0	1	5	6	1	1	0	0	1	0	0	0	0	0
CDK11A	7	0	3	5	0	3	3	2	2	1	0	0	0	42	3	12	14	5	4	4	3	2	5	2	1	0	14	2	2	5	1	8	5	0	0	1	0	0	0	4	1	3	0	1	1	2	2	2	0	0	0	7	0	2	1	0	0	0	0	2	0	0	0	0	11	16	4	3	0	1	1	0	2	0	3	0	0	16	9	2	3	0	0	6	4	2	1	1	0	0	17	7	3	1	3	0	4	0	2	1	0	0	0	7	1	5	5	6	2	4	0	2	1	1	0	0	23	4	6	6	4	9	3	4	3	6	1	1	0	10	3	5	1	1	12	5	0	1	2	1	1	0	5	1	6	3	1	1	3	0	1	2	0	1	0	5	0	2	1	1	1	2	1	0	2	0	0	8	11	4	3	0	0	4	3	2	0	0	1	0	15	13	3	4	3	2	5	1	3	1	0	1	0	15	13	2	4	4	2	2	0	3	1	2	1	0
